timestamp,month,date,hour,minute,temp,pressure,humidity,wind speed,wind direction,clouds,weather code
2.01804E+11,4,21,17,57,289.06,1025,21,3.6,340,1,80201804211758,4,21,17,58,289.06,1025,21,3.6,340,1,80
