"09","12","20","299.14","1014","34","3","280","90","4","0.4444444444444444"
"09","12","21","299.07","1014","34","2","270","1","1","0.36363636363636365"
"09","12","22","298.89","1014","34","1","237","1","1","0.09090909090909091"
"09","08","01","291.87","1016","52","4","255","1","1","-9.0"
"09","08","02","291.14","1017","55","1","0","1","1","5.0"
"09","08","03","289.55","1017","55","3","255","1","1","0.3333333333333333"
"09","08","04","288.9","1018","63","3","255","1","1","0.0"
"09","08","05","288.81","1017","72","3","262","1","1","2.5"
"09","08","06","288.56","1017","77","3","262","1","1","1.4"
"09","08","07","287.09","1018","82","2","250","1","50","0.125"
"09","08","08","286.39","1018","67","3","260","1","1","0.0"
"09","08","09","286.81","1018","82","2","230","1","1","-0.5416666666666666"
"09","08","10","286.06","1019","77","3","260","1","50","-1.1176470588235294"
"09","08","11","286.14","1019","77","1","0","1","1","-1.5454545454545454"
"09","08","12","288.15","1020","72","3","261","1","1","-0.25"
"09","08","13","290.33","1020","63","2","280","1","1","0.2222222222222222"
"09","08","14","291.6","1020","59","2","0","1","1","-0.9"
"09","08","15","292.97","1020","55","1","0","1","1","0.4"
"09","08","16","293.06","1020","49","7","290","1","1","0.18181818181818182"
"09","08","17","294.24","1020","46","3","290","40","3","-0.0625"
"09","08","18","294.33","1020","49","6","300","75","4","-0.125"
"09","08","19","294.88","1020","46","2","0","20","2","0.17647058823529413"
"09","08","20","294.56","1020","46","3","270","75","4","0.3333333333333333"
"09","08","21","294.51","1020","46","2","0","1","1","0.15384615384615385"
"09","08","22","294.33","1020","49","3","270","40","3","0.0"
"09","14","01","295.06","1013","94","1","0","90","4","-3.3333333333333335"
"09","14","02","294.96","1012","88","1","250","90","50","6.0"
"09","14","03","294.87","1013","94","2","230","90","50","-0.5"
"09","14","04","294.88","1012","94","0","222","75","50","-1.3333333333333333"
"09","14","05","294.79","1012","100","1","174","90","50","0.0"
"09","14","06","293.73","1012","88","1","0","90","50","0.4"
"09","14","07","293.81","1012","88","1","174","90","50","0.75"
"09","14","08","294.14","1012","88","2","189","90","50","-0.07142857142857142"
"09","14","09","293.96","1011","94","3","170","90","50","-1.1764705882352942"
"09","14","10","293.96","1011","100","2","160","90","50","-0.23076923076923078"
"09","14","11","294.15","1012","94","2","231","40","50","-0.15384615384615385"
"09","14","12","293.87","1012","94","2","200","75","50","-0.7272727272727273"
"09","14","13","294.51","1013","83","2","231","1","50","0.0"
"09","14","14","295.14","1014","83","2","220","1","50","0.1"
"09","14","15","296.14","1013","78","2","210","90","50","0.1"
"09","14","16","297.14","1013","73","2","220","90","4","0.36363636363636365"
"09","14","17","298.4","1013","65","2","203","40","10","-0.36363636363636365"
"09","14","18","299.73","1012","61","2","203","75","4","-0.19047619047619047"
"09","14","19","298.98","1012","61","3","190","90","10","-0.5882352941176471"
"09","14","20","299.24","1012","65","1","0","75","4","0.6666666666666666"
"09","14","21","298.65","1012","88","1","0","90","10","-0.6666666666666666"
"09","14","22","298.39","1012","61","2","270","75","10","0.25"
"09","04","01","291.73","1014","77","2","0","20","2","-2.5"
"09","04","02","291.16","1013","72","4","230","75","4","-2.3333333333333335"
"09","04","03","290.52","1014","77","2","0","90","4","-1.0"
"09","04","04","290.48","1014","77","2","250","1","1","-2.5"
"09","04","05","290.33","1014","82","4","250","1","1","1.6666666666666667"
"09","04","06","289.45","1014","77","2","260","1","50","1.3333333333333333"
"09","04","07","288.91","1014","82","3","270","1","50","-0.3333333333333333"
"09","04","08","288.45","1014","77","2","0","1","50","0.25"
"09","04","09","288.14","1015","77","1","0","1","50","-0.8"
"09","04","10","288.72","1015","77","2","0","1","1","-0.3333333333333333"
"09","04","11","288.64","1016","77","2","272","1","1","-1.0"
"09","04","12","290.06","1016","77","2","0","1","1","-1.375"
"09","04","13","291.98","1016","72","1","0","1","1","0.375"
"09","04","14","293.73","1016","68","2","0","1","1","-0.14285714285714285"
"09","04","15","295.46","1016","60","2","0","1","1","-0.18181818181818182"
"09","04","16","295.61","1016","53","2","236","1","1","-0.4444444444444444"
"09","04","17","297.14","1015","47","3","220","1","1","-0.25"
"09","04","18","299.07","1015","47","3","190","1","1","-0.875"
"09","04","19","299.81","1014","47","2","0","1","1","-0.8571428571428571"
"09","04","20","299.87","1013","44","2","0","20","2","-0.625"
"09","04","21","299.57","1013","47","4","213","1","1","-0.14285714285714285"
"09","04","22","299.57","1013","47","4","213","1","1","-0.14285714285714285"
"09","05","01","295.14","1012","53","2","0","1","1","5.0"
"09","05","02","293.83","1012","60","4","209","1","1","4.666666666666667"
"09","05","03","293.39","1012","68","2","0","1","1","6.0"
"09","05","04","293.31","1012","64","2","0","1","1","-0.25"
"09","05","05","293.31","1011","72","1","210","1","1","-1.0"
"09","05","06","292.99","1010","77","2","170","20","2","-1.0"
"09","05","07","292.81","1011","77","2","230","1","1","0.3333333333333333"
"09","05","08","292.06","1011","77","2","0","1","50","-0.2727272727272727"
"09","05","09","291.91","1011","83","2","0","1","50","-0.8"
"09","05","10","291.99","1011","83","2","260","1","50","-0.17647058823529413"
"09","05","11","292.33","1010","83","3","250","75","50","-0.25"
"09","05","12","293.81","1011","83","3","230","75","4","-0.46153846153846156"
"09","05","13","295.69","1010","73","3","250","1","1","-0.5555555555555556"
"09","05","14","297.65","1011","73","2","0","20","2","-0.75"
"09","05","15","298.92","1010","65","3","250","20","2","0.0"
"09","05","16","298.91","1009","61","4","208","40","3","0.8181818181818182"
"09","05","17","300.56","1009","54","2","200","40","3","-0.15384615384615385"
"09","05","18","301.42","1008","54","3","230","1","1","-0.625"
"09","05","19","302.32","1008","54","2","0","1","1","-0.058823529411764705"
"09","05","20","302.23","1008","62","2","170","20","2","0.1875"
"09","05","21","301.6","1007","58","2","0","1","1","-0.5833333333333334"
"09","05","22","301.23","1007","58","2","0","1","1","0.3333333333333333"
"09","01","01","293.45","1015","49","3","314","20","2","1.0"
"09","01","02","292.89","1016","52","1","0","1","1","3.0"
"09","01","03","291.91","1016","52","4","339","20","2","1.25"
"09","01","04","291.83","1016","63","2","350","40","3","0.0"
"09","01","05","289.76","1018","52","1","0","1","1","-0.3333333333333333"
"09","01","06","289.14","1018","55","2","0","1","1","2.2"
"09","01","07","288.23","1018","59","4","350","1","1","-1.3333333333333333"
"09","01","08","287.73","1018","59","1","0","1","1","0.0"
"09","01","09","286.65","1019","58","3","0","1","1","-0.18518518518518517"
"09","01","10","285.81","1020","50","2","300","1","1","-0.4375"
"09","01","11","285.73","1019","50","4","350","1","1","-1.1666666666666667"
"09","01","12","286.32","1021","54","4","349","1","1","-0.14285714285714285"
"09","01","13","287.38","1021","54","4","349","1","1","-0.6"
"09","01","14","287.38","1021","44","3","360","1","1","-1.1"
"09","01","15","290.4","1021","39","2","0","1","1","-0.7272727272727273"
"09","01","16","291.73","1021","34","1","0","1","1","0.08333333333333333"
"09","01","17","292.53","1021","32","1","250","1","1","0.125"
"09","01","18","292.61","1020","30","2","30","1","1","-0.0625"
"09","01","19","294.56","1020","26","2","0","1","1","-0.5333333333333333"
"09","01","20","294.48","1020","28","3","280","1","1","-0.058823529411764705"
"09","01","21","294.32","1020","30","2","0","1","1","0.0"
"09","01","22","293.85","1019","32","4","300","75","4","0.0"
"09","11","01","290.06","1029","52","1","50","1","1","4.0"
"09","11","02","288.8","1029","59","2","10","1","1","2.0"
"09","11","03","288.25","1028","55","3","350","1","1","0.5"
"09","11","04","288.05","1028","63","2","10","1","1","-1.0"
"09","11","05","287.06","1029","63","1","0","1","50","0.0"
"09","11","06","286.39","1028","59","2","0","1","1","0.3333333333333333"
"09","11","07","285.68","1027","76","3","20","1","1","0.3333333333333333"
"09","11","08","285.3","1027","72","1","280","1","1","-0.23076923076923078"
"09","11","09","284.89","1028","76","2","3","1","1","-0.782608695652174"
"09","11","10","284.89","1027","76","2","3","1","50","-0.21052631578947367"
"09","11","11","284.47","1028","81","2","4","1","1","-1.4545454545454546"
"09","11","12","284.38","1028","76","2","4","1","1","-0.23076923076923078"
"09","11","13","286.69","1029","71","2","4","1","1","-0.5555555555555556"
"09","11","14","291.24","1028","67","1","356","1","1","-0.5454545454545454"
"09","11","15","293.06","1027","55","1","0","1","1","-0.8333333333333334"
"09","11","16","292.78","1026","40","3","20","1","1","-0.3333333333333333"
"09","11","17","295.5","1025","40","1","301","1","1","-0.46153846153846156"
"09","11","18","296.23","1024","36","3","0","40","3","-0.0625"
"09","11","19","297.22","1024","38","1","270","1","1","-0.21052631578947367"
"09","11","20","297.81","1023","36","2","327","1","1","-0.6"
"09","11","21","297.72","1023","33","2","327","1","1","0.0"
"09","11","22","297.81","1022","27","2","327","1","1","0.6153846153846154"
"09","07","01","289.96","1013","93","2","21","90","50","2.0"
"09","07","02","289.42","1013","93","1","0","90","50","5.333333333333333"
"09","07","03","289.33","1013","93","2","2","90","50","2.0"
"09","07","04","289.43","1011","100","3","50","90","50","0.6666666666666666"
"09","07","05","289.61","1012","93","1","0","90","50","2.6666666666666665"
"09","07","06","289.6","1011","93","2","0","90","50","0.75"
"09","07","07","289.33","1012","100","1","280","90","50","1.2857142857142858"
"09","07","08","289.15","1011","100","3","280","90","50","-0.1"
"09","07","09","289.06","1010","100","5","290","90","50","-0.6086956521739131"
"09","07","10","288.89","1011","87","3","260","90","50","0.2"
"09","07","11","288.51","1012","93","3","256","40","3","-0.21428571428571427"
"09","07","12","288.97","1013","87","2","0","20","2","-0.8181818181818182"
"09","07","13","289.51","1013","87","3","0","1","1","-0.1"
"09","07","14","290.7","1013","82","2","0","20","2","-0.1"
"09","07","15","291.57","1014","72","3","250","75","4","-0.9"
"09","07","16","291.65","1012","68","4","310","75","4","-0.38461538461538464"
"09","07","17","292.89","1013","68","3","280","40","3","0.23076923076923078"
"09","07","18","294.31","1013","60","3","236","75","4","-0.6875"
"09","07","19","294.88","1013","56","3","290","20","2","0.17647058823529413"
"09","07","20","295.42","1013","53","2","0","75","4","0.13333333333333333"
"09","07","21","295.15","1013","52","3","0","20","2","0.25"
"09","07","22","295.06","1013","40","6","280","40","3","-0.23076923076923078"
"09","06","01","295.32","1011","83","5","209","40","50","6.0"
"09","06","02","294.73","1011","73","4","198","90","4","2.6666666666666665"
"09","06","03","294.14","1012","73","4","198","20","10","0.0"
"09","06","04","294.14","1010","68","4","198","1","10","1.3333333333333333"
"09","06","05","293.37","1011","73","3","255","40","50","0.0"
"09","06","06","293.3","1012","73","1","0","90","50","0.2"
"09","06","07","293.37","1011","77","2","290","40","50","0.42857142857142855"
"09","06","08","293.22","1011","77","1","304","20","50","-0.8666666666666667"
"09","06","09","292.99","1011","77","1","304","75","50","-0.36363636363636365"
"09","06","10","292.99","1010","100","1","304","90","50","-0.6"
"09","06","11","293.3","1011","100","1","77","90","50","-0.75"
"09","06","12","293.65","1012","88","1","77","75","50","-1.0"
"09","06","13","293.49","1010","88","3","320","75","50","-0.8"
"09","06","14","292.68","1013","88","3","300","90","50","0.18181818181818182"
"09","06","15","291.98","1013","88","1","281","90","10","-0.46153846153846156"
"09","06","16","291.98","1013","93","3","50","90","10","0.36363636363636365"
"09","06","17","291.32","1012","82","3","70","90","10","-0.5384615384615384"
"09","06","18","290.78","1013","88","2","0","90","50","0.0625"
"09","06","19","290.51","1013","93","2","0","90","50","0.13333333333333333"
"09","06","20","290.24","1012","93","5","340","90","50","-0.26666666666666666"
"09","06","21","290.51","1013","93","2","0","90","50","0.07692307692307693"
"09","06","22","290.33","1014","88","3","0","90","50","0.16666666666666666"
