"09","05","00","296.38","1011","53","4","180","20","2","54","1"
"09","05","01","295.14","1012","53","2","0","1","1","14","7"
"09","05","01","295.14","1012","53","2","0","1","1","34","0"
"09","05","01","295.14","1012","53","2","0","1","1","34","-3"
"09","05","01","295.14","1012","53","2","0","1","1","54","0"
"09","05","02","293.83","1012","60","4","209","1","1","14","1"
"09","05","02","293.83","1012","60","4","209","1","1","34","-9"
"09","05","02","293.83","1012","60","4","209","1","1","54","9"
"09","05","03","293.39","1012","68","2","0","1","1","14","-1"
"09","05","03","293.39","1012","68","2","0","1","1","54","0"
"09","05","03","293.39","1012","68","2","0","1","1","54","2"
"09","05","04","293.31","1012","64","2","0","1","1","14","8"
"09","05","04","293.31","1012","64","2","0","1","1","34","1"
"09","05","04","293.31","1012","64","2","0","1","1","54","1"
"09","05","05","293.31","1011","72","1","210","1","1","14","3"
"09","05","05","293.31","1011","72","1","210","1","1","14","6"
"09","05","05","293.31","1011","72","1","210","1","1","14","-4"
"09","05","05","293.31","1011","72","1","210","1","1","30","6"
"09","05","05","293.31","1011","72","1","210","1","1","49","3"
"09","05","06","292.99","1010","77","2","170","20","2","00","-3"
"09","05","06","292.99","1010","77","2","170","20","2","12","1"
"09","05","06","292.99","1010","77","2","170","20","2","22","1"
"09","05","06","292.99","1010","77","2","170","20","2","32","-5"
"09","05","06","292.99","1010","77","2","170","20","2","42","1"
"09","05","06","292.99","1010","77","2","170","20","2","51","1"
"09","05","06","292.99","1010","77","2","170","20","2","55","2"
"09","05","06","292.99","1010","77","2","170","20","2","55","-1"
"09","05","07","292.81","1011","77","2","230","1","1","12","0"
"09","05","07","292.81","1011","77","2","230","1","1","17","-2"
"09","05","07","292.81","1011","77","2","230","1","1","26","0"
"09","05","07","292.81","1011","77","2","230","1","1","26","3"
"09","05","07","292.81","1011","77","2","230","1","1","33","2"
"09","05","07","292.81","1011","77","2","230","1","1","39","-3"
"09","05","07","292.81","1011","77","2","230","1","1","51","0"
"09","05","07","292.81","1011","77","2","230","1","1","51","1"
"09","05","07","292.81","1011","77","2","230","1","1","57","1"
"09","05","08","292.06","1011","77","2","0","1","50","03","0"
"09","05","08","292.06","1011","77","2","0","1","50","16","0"
"09","05","08","292.06","1011","77","2","0","1","50","22","1"
"09","05","08","292.06","1011","77","2","0","1","50","32","0"
"09","05","08","292.06","1011","77","2","0","1","50","32","-1"
"09","05","08","292.06","1011","77","2","0","1","50","46","-2"
"09","05","08","292.06","1011","77","2","0","1","50","46","-1"
"09","05","08","292.06","1011","77","2","0","1","50","52","-2"
"09","05","08","292.06","1011","77","2","0","1","50","58","2"
"09","05","09","291.91","1011","83","2","0","1","50","04","0"
"09","05","09","291.91","1011","83","2","0","1","50","04","-2"
"09","05","09","291.91","1011","83","2","0","1","50","04","-1"
"09","05","09","291.91","1011","83","2","0","1","50","10","-1"
"09","05","09","291.91","1011","83","2","0","1","50","21","2"
"09","05","09","291.91","1011","83","2","0","1","50","27","0"
"09","05","09","291.91","1011","83","2","0","1","50","27","-2"
"09","05","09","291.91","1011","83","2","0","1","50","34","-1"
"09","05","09","291.91","1011","83","2","0","1","50","40","-3"
"09","05","09","291.91","1011","83","2","0","1","50","52","0"
"09","05","10","291.99","1011","83","2","260","1","50","00","-1"
"09","05","10","291.99","1011","83","2","260","1","50","07","0"
"09","05","10","291.99","1011","83","2","260","1","50","15","2"
"09","05","10","291.99","1011","83","2","260","1","50","29","-1"
