"timestamp","month","date","hour","minute","temp","pressure","humidity","wind speed","wind direction","clouds","weather code"
201804231800,4,23,18,0,289.01,1031,44,5.1,170,1,80
201804231800,4,23,18,0,289.01,1031,44,5.1,170,1,80
201804231801,4,23,18,1,289.01,1031,44,5.1,170,1,80
201804231801,4,23,18,1,289.01,1031,44,5.1,170,1,80
201804231802,4,23,18,2,289.01,1031,44,5.1,170,1,80
201804231802,4,23,18,2,289.01,1031,44,5.1,170,1,80
201804231803,4,23,18,3,289.01,1031,44,5.1,170,1,80
201804231803,4,23,18,3,289.01,1031,44,5.1,170,1,80
201804231804,4,23,18,4,289.01,1031,44,5.1,170,1,80
201804231804,4,23,18,4,289.01,1031,44,5.1,170,1,80
201804231805,4,23,18,5,289.01,1031,44,5.1,170,1,80
201804231805,4,23,18,5,289.01,1031,44,5.1,170,1,80
201804231806,4,23,18,6,289.01,1031,44,5.1,170,1,80
201804231806,4,23,18,6,289.01,1031,44,5.1,170,1,80
201804231807,4,23,18,7,289.01,1031,44,5.1,170,1,80
201804231807,4,23,18,7,289.01,1031,44,5.1,170,1,80
201804231808,4,23,18,8,289.01,1031,44,5.1,170,1,80
201804231808,4,23,18,8,289.01,1031,44,5.1,170,1,80
201804231809,4,23,18,9,289.01,1031,44,5.1,170,1,80
201804231809,4,23,18,9,289.01,1031,44,5.1,170,1,80
201804231810,4,23,18,10,289.01,1031,44,5.1,170,1,80
201804231810,4,23,18,10,289.01,1031,44,5.1,170,1,80
201804231811,4,23,18,11,289.01,1031,44,5.1,170,1,80
201804231811,4,23,18,11,289.01,1031,44,5.1,170,1,80
201804231812,4,23,18,12,289.01,1031,44,5.1,170,1,80
201804231812,4,23,18,12,289.01,1031,44,5.1,170,1,80
201804231813,4,23,18,13,289.01,1031,44,5.1,170,1,80
201804231813,4,23,18,13,289.01,1031,44,5.1,170,1,80
201804231814,4,23,18,14,289.01,1031,44,5.1,170,1,80
201804231814,4,23,18,14,289.01,1031,44,5.1,170,1,80
201804231815,4,23,18,15,289.01,1031,44,5.1,170,1,80
201804231815,4,23,18,15,289.01,1031,44,5.1,170,1,80
201804231816,4,23,18,16,289.01,1031,44,5.1,170,1,80
201804231816,4,23,18,16,289.01,1031,44,5.1,170,1,80
201804231817,4,23,18,17,289.01,1031,44,5.1,170,1,80
201804231817,4,23,18,17,289.01,1031,44,5.1,170,1,80
201804231818,4,23,18,18,289.01,1031,44,5.1,170,1,80
201804231818,4,23,18,18,289.01,1031,44,5.1,170,1,80
201804231819,4,23,18,19,289.01,1031,44,5.1,170,1,80
201804231819,4,23,18,19,289.01,1031,44,5.1,170,1,80
201804231820,4,23,18,20,289.01,1031,44,5.1,170,1,80
201804231820,4,23,18,20,288.23,1030,50,5.1,150,20,80
201804231821,4,23,18,21,288.23,1030,50,5.1,150,20,80
201804231821,4,23,18,21,288.23,1030,50,5.1,150,20,80
201804231822,4,23,18,22,288.23,1030,50,5.1,150,20,80
