"timestamp","month","date","hour","minute","temp","pressure","humidity","wind speed","wind direction","clouds","weather code"
201804231635,4,23,16,35,287.146,1041.43,48,2.93,180,0,80
201804231637,4,23,16,37,287.146,1041.43,48,2.93,180,0,80
201804231637,4,23,16,37,287.146,1041.43,48,2.93,148,0,80
201804231638,4,23,16,38,287.146,1041.43,48,2.93,148,0,80
201804231639,4,23,16,39,287.146,1041.43,48,2.93,148,0,80
201804231641,4,23,16,41,287.146,1041.43,48,2.93,148,0,80
201804231642,4,23,16,42,287.146,1041.43,48,2.93,148,0,80
201804231642,4,23,16,42,287.146,1041.43,48,2.93,148,0,80
201804231643,4,23,16,43,287.146,1041.43,48,2.93,148,0,80
201804231644,4,23,16,44,287.146,1041.43,48,2.93,148,0,80
201804231645,4,23,16,45,287.146,1041.43,48,2.93,148,0,80
201804231646,4,23,16,46,287.146,1041.43,48,2.93,148,0,80
201804231647,4,23,16,47,287.146,1041.43,48,2.93,148,0,80
201804231648,4,23,16,48,287.146,1041.43,48,2.93,148,0,80
201804231649,4,23,16,49,287.146,1041.43,48,2.93,148,0,80
201804231650,4,23,16,50,287.146,1041.43,48,2.93,148,0,80
201804231651,4,23,16,51,287.146,1041.43,48,2.93,148,0,80
201804231652,4,23,16,52,287.146,1041.43,48,2.93,148,0,80
201804231652,4,23,16,52,287.146,1041.43,48,2.93,148,0,80
201804231653,4,23,16,53,287.146,1041.43,48,2.93,148,0,80
201804231653,4,23,16,53,287.146,1041.43,48,2.93,148,0,80
201804231654,4,23,16,54,287.146,1041.43,48,2.93,148,0,80
201804231654,4,23,16,54,287.146,1041.43,48,2.93,148,0,80
201804231655,4,23,16,55,287.146,1041.43,48,2.93,148,0,80
201804231655,4,23,16,55,287.146,1041.43,48,2.93,148,0,80
201804231656,4,23,16,56,287.146,1041.43,48,2.93,148,0,80
201804231656,4,23,16,56,287.146,1041.43,48,2.93,148,0,80
201804231657,4,23,16,57,287.146,1041.43,48,2.93,148,0,80
201804231657,4,23,16,57,287.146,1041.43,48,2.93,148,0,80
201804231658,4,23,16,58,287.146,1041.43,48,2.93,148,0,80
201804231658,4,23,16,58,287.146,1041.43,48,2.93,148,0,80
201804231659,4,23,16,59,287.146,1041.43,48,2.93,148,0,80
201804231659,4,23,16,59,287.146,1041.43,48,2.93,148,0,80
