"timestamp","month","date","hour","minute","temp","pressure","humidity","wind speed","wind direction","clouds","weather code"
201804231700,4,23,17,0,287.146,1041.43,48,2.93,148,0,80
201804231700,4,23,17,0,287.146,1041.43,48,2.93,148,0,80
201804231701,4,23,17,1,287.146,1041.43,48,2.93,148,0,80
201804231701,4,23,17,1,287.146,1041.43,48,2.93,148,0,80
201804231702,4,23,17,2,287.146,1041.43,48,2.93,148,0,80
201804231702,4,23,17,2,287.146,1041.43,48,2.93,148,0,80
201804231703,4,23,17,3,287.146,1041.43,48,2.93,148,0,80
201804231703,4,23,17,3,287.146,1041.43,48,2.93,148,0,80
201804231704,4,23,17,4,287.146,1041.43,48,2.93,148,0,80
201804231704,4,23,17,4,287.146,1041.43,48,2.93,148,0,80
201804231705,4,23,17,5,287.146,1041.43,48,2.93,148,0,80
201804231705,4,23,17,5,287.146,1041.43,48,2.93,148,0,80
201804231706,4,23,17,6,287.146,1041.43,48,2.93,148,0,80
201804231706,4,23,17,6,287.146,1041.43,48,2.93,148,0,80
201804231707,4,23,17,7,287.146,1041.43,48,2.93,148,0,80
201804231707,4,23,17,7,289.91,1030,41,4.1,110,20,80
201804231708,4,23,17,8,289.91,1030,41,4.1,110,20,80
201804231708,4,23,17,8,289.91,1030,41,4.1,110,20,80
201804231709,4,23,17,9,289.91,1030,41,4.1,110,20,80
201804231709,4,23,17,9,289.91,1030,41,4.1,110,20,80
201804231710,4,23,17,10,289.91,1030,41,4.1,110,20,80
201804231710,4,23,17,10,289.91,1030,41,4.1,110,20,80
201804231711,4,23,17,11,289.91,1030,41,4.1,110,20,80
201804231711,4,23,17,11,289.91,1030,41,4.1,110,20,80
201804231712,4,23,17,12,289.91,1030,41,4.1,110,20,80
201804231712,4,23,17,12,289.91,1030,41,4.1,110,20,80
201804231713,4,23,17,13,289.91,1030,41,4.1,110,20,80
201804231713,4,23,17,13,289.91,1030,41,4.1,110,20,80
201804231714,4,23,17,14,289.91,1030,41,4.1,110,20,80
201804231714,4,23,17,14,289.91,1030,41,4.1,110,20,80
201804231715,4,23,17,15,289.91,1030,41,4.1,110,20,80
201804231715,4,23,17,15,289.91,1030,41,4.1,110,20,80
201804231716,4,23,17,16,289.91,1030,41,4.1,110,20,80
201804231716,4,23,17,16,289.91,1030,41,4.1,110,20,80
201804231717,4,23,17,17,289.91,1030,41,4.1,110,20,80
201804231717,4,23,17,17,289.91,1030,41,4.1,110,20,80
201804231718,4,23,17,18,289.16,1030,27,6.2,170,20,80
201804231718,4,23,17,18,289.16,1030,27,6.2,170,20,80
201804231719,4,23,17,19,289.16,1030,27,6.2,170,20,80
201804231719,4,23,17,19,289.16,1030,27,6.2,170,20,80
201804231720,4,23,17,20,289.16,1030,27,6.2,170,20,80
201804231720,4,23,17,20,289.16,1030,27,6.2,170,20,80
201804231721,4,23,17,21,289.16,1030,27,6.2,170,20,80
201804231721,4,23,17,21,289.16,1030,27,6.2,170,20,80
