201804232200,4,23,22,0,283.3,1031,76,2.86,167.003,1,80
201804232201,4,23,22,1,283.3,1031,76,2.86,167.003,1,80
201804232202,4,23,22,2,283.3,1031,76,2.86,167.003,1,80
201804232203,4,23,22,3,283.3,1031,76,2.86,167.003,1,80
201804232204,4,23,22,4,283.3,1031,76,2.86,167.003,1,80
201804232205,4,23,22,5,283.3,1031,76,2.86,167.003,1,80
201804232206,4,23,22,6,283.3,1031,76,2.86,167.003,1,80
201804232207,4,23,22,7,283.3,1031,76,2.86,167.003,1,80
201804232208,4,23,22,8,283.3,1031,76,2.86,167.003,1,80
201804232209,4,23,22,9,283.3,1031,76,2.86,167.003,1,80
201804232210,4,23,22,10,283.3,1031,76,2.86,167.003,1,80
201804232211,4,23,22,11,283.3,1031,76,2.86,167.003,1,80
201804232212,4,23,22,12,283.3,1031,76,2.86,167.003,1,80
201804232213,4,23,22,13,283.3,1031,76,2.86,167.003,1,80
201804232214,4,23,22,14,283.3,1031,76,2.86,167.003,1,80
201804232215,4,23,22,15,283.3,1031,76,2.86,167.003,1,80
201804232216,4,23,22,16,283.3,1031,76,2.86,167.003,1,80
201804232217,4,23,22,17,283.3,1031,76,2.86,167.003,1,80
201804232218,4,23,22,18,283.3,1031,76,2.86,167.003,1,80
201804232219,4,23,22,19,283.3,1031,76,2.86,167.003,1,80
201804232220,4,23,22,20,283.3,1031,76,2.86,167.003,1,80
201804232221,4,23,22,21,283.3,1031,76,2.86,167.003,1,80
201804232222,4,23,22,22,283.3,1031,76,2.86,167.003,1,80
201804232223,4,23,22,23,283.3,1031,76,2.86,167.003,1,80
201804232224,4,23,22,24,283.3,1031,76,2.86,167.003,1,80
201804232225,4,23,22,25,283.3,1031,76,2.86,167.003,1,80
201804232226,4,23,22,26,283.3,1031,76,2.86,167.003,1,80
201804232227,4,23,22,27,283.3,1031,76,2.86,167.003,1,80
201804232228,4,23,22,28,283.3,1031,76,2.86,167.003,1,80
201804232229,4,23,22,29,283.3,1031,76,2.86,167.003,1,80
201804232230,4,23,22,30,283.3,1031,76,2.86,167.003,1,80
201804232231,4,23,22,31,283.3,1031,76,2.86,167.003,1,80
201804232232,4,23,22,32,283.3,1031,76,2.86,167.003,1,80
201804232233,4,23,22,33,283.3,1031,76,2.86,167.003,1,80
201804232234,4,23,22,34,283.3,1031,76,2.86,167.003,1,80
201804232235,4,23,22,35,283.3,1031,76,2.86,167.003,1,80
201804232236,4,23,22,36,283.3,1031,76,2.86,167.003,1,80
201804232237,4,23,22,37,283.3,1031,76,2.86,167.003,1,80
201804232238,4,23,22,38,283.3,1031,76,2.86,167.003,1,80
201804232239,4,23,22,39,283.3,1031,76,2.86,167.003,1,80
201804232240,4,23,22,40,283.3,1031,76,2.86,167.003,1,80
201804232241,4,23,22,41,283.3,1031,76,2.86,167.003,1,80
201804232242,4,23,22,42,283.3,1031,76,2.86,167.003,1,80
201804232243,4,23,22,43,283.3,1031,76,2.86,167.003,1,80
201804232244,4,23,22,44,283.3,1031,76,2.86,167.003,1,80
201804232245,4,23,22,45,283.3,1031,76,2.86,167.003,1,80
201804232246,4,23,22,46,282.77,1031,81,2.86,167.003,1,80
201804232247,4,23,22,47,282.77,1031,81,2.86,167.003,1,80
201804232248,4,23,22,48,282.77,1031,81,2.86,167.003,1,80
201804232249,4,23,22,49,282.77,1031,81,2.86,167.003,1,80
201804232250,4,23,22,50,282.77,1031,81,2.86,167.003,1,80
201804232251,4,23,22,51,282.77,1031,81,2.86,167.003,1,80
201804232252,4,23,22,52,282.77,1031,81,2.86,167.003,1,80
201804232253,4,23,22,53,282.77,1031,81,2.86,167.003,1,80
201804232254,4,23,22,54,282.77,1031,81,2.86,167.003,1,80
201804232255,4,23,22,55,282.77,1031,81,2.86,167.003,1,80
201804232256,4,23,22,56,282.77,1031,81,2.86,167.003,1,80
201804232257,4,23,22,57,282.77,1031,81,2.86,167.003,1,80
201804232258,4,23,22,58,282.77,1031,81,2.86,167.003,1,80
201804232259,4,23,22,59,282.77,1031,81,2.86,167.003,1,80
